MapZone,Value,Count,FBP_30m_90,CA_FuelType,CAFuelGrp,CA_SprHaz,CA_SumHaz,z01x_cfdrs,LF_FuelType,LFFuelGrp,LF_SprHaz,LF_SumHaz,SprDiff,SumDiff
8,105,477,102,Water,NonFuel,0,0,33,O-1a/O-1b,Open,8,2,-8,-2
8,106,8,4,C-4,Conifer,10,10,105,VNF,NonFuel,0,0,10,10
8,107,65,675,M-1/M-2 (75 PC),Mixed,8,8,105,VNF,NonFuel,0,0,8,8
8,108,42,102,Water,NonFuel,0,0,13,D-1/D-2,Deciduous,3,1,-3,-1
8,109,30,650,M-1/M-2 (50 PC),Mixed,7,6,105,VNF,NonFuel,0,0,7,6
8,110,15,650,M-1/M-2 (50 PC),Mixed,7,6,1,C-1,Conifer,7,7,0,-1
8,111,107,102,Water,NonFuel,0,0,105,VNF,NonFuel,0,0,0,0
8,112,889,7,C-7,Conifer,4,3,1,C-1,Conifer,7,7,-3,-4
8,113,19,4,C-4,Conifer,10,10,60,M-1/M-2,Mixed,7,6,3,4
8,114,142,3,C-3,Conifer,7,7,60,M-1/M-2,Mixed,7,6,0,1
8,115,202,625,M-1/M-2 (25 PC),Mixed,5,3,105,VNF,NonFuel,0,0,5,3
8,116,3256,101,NF,NonFuel,0,0,60,M-1/M-2,Mixed,7,6,-7,-6
8,117,2582,31,O-1a,Open,8,2,60,M-1/M-2,Mixed,7,6,1,-4
8,118,1582,5,C-5,Conifer,3,2,60,M-1/M-2,Mixed,7,6,-4,-4
8,119,4100,13,D-1/D-2,Deciduous,3,1,60,M-1/M-2,Mixed,7,6,-4,-5
8,120,182,102,Water,NonFuel,0,0,60,M-1/M-2,Mixed,7,6,-7,-6
8,121,365,11,D-1,Deciduous,3,3,60,M-1/M-2,Mixed,7,6,-4,-3
8,122,478,7,C-7,Conifer,4,3,60,M-1/M-2,Mixed,7,6,-3,-3
8,123,96,625,M-1/M-2 (25 PC),Mixed,5,3,60,M-1/M-2,Mixed,7,6,-2,-3
8,124,15,675,M-1/M-2 (75 PC),Mixed,8,8,60,M-1/M-2,Mixed,7,6,1,2
8,125,144,105,VNF,NonFuel,0,0,105,VNF,NonFuel,0,0,0,0
8,126,106,105,VNF,NonFuel,0,0,102,Water,NonFuel,0,0,0,0
8,127,2,650,M-1/M-2 (50 PC),Mixed,7,6,60,M-1/M-2,Mixed,7,6,0,0
10,1,748084,102,Water,NonFuel,0,0,102,Water,NonFuel,0,0,0,0
10,2,275876,101,NF,NonFuel,0,0,100,NA,NonFuel,0,0,0,0
10,3,5851,102,Water,NonFuel,0,0,100,NA,NonFuel,0,0,0,0
10,4,16589,31,O-1a,Open,8,2,100,NA,NonFuel,0,0,8,2
10,5,9928,101,NF,NonFuel,0,0,102,Water,NonFuel,0,0,0,0
10,6,29544,31,O-1a,Open,8,2,102,Water,NonFuel,0,0,8,2
10,7,63297,101,NF,NonFuel,0,0,12,D-2,Deciduous,1,1,-1,-1
10,8,19568,5,C-5,Conifer,3,2,102,Water,NonFuel,0,0,3,2
10,9,275101,5,C-5,Conifer,3,2,12,D-2,Deciduous,1,1,2,1
10,10,26813,5,C-5,Conifer,3,2,100,NA,NonFuel,0,0,3,2
10,11,65065,3,C-3,Conifer,7,7,100,NA,NonFuel,0,0,7,7
10,12,6165,13,D-1/D-2,Deciduous,3,1,100,NA,NonFuel,0,0,3,1
10,13,122434,101,NF,NonFuel,0,0,33,O-1a/O-1b,Open,8,2,-8,-2
10,14,16150,7,C-7,Conifer,4,3,100,NA,NonFuel,0,0,4,3
10,15,3770,13,D-1/D-2,Deciduous,3,1,102,Water,NonFuel,0,0,3,1
10,16,16037,7,C-7,Conifer,4,3,102,Water,NonFuel,0,0,4,3
10,17,142636,101,NF,NonFuel,0,0,7,C-7,Conifer,4,3,-4,-3
10,18,108135,7,C-7,Conifer,4,3,12,D-2,Deciduous,1,1,3,2
10,19,1398072,5,C-5,Conifer,3,2,7,C-7,Conifer,4,3,-1,-1
10,20,27542,101,NF,NonFuel,0,0,105,VNF,NonFuel,0,0,0,0
10,21,7843,5,C-5,Conifer,3,2,105,VNF,NonFuel,0,0,3,2
10,22,196024,7,C-7,Conifer,4,3,7,C-7,Conifer,4,3,0,0
10,23,10471,7,C-7,Conifer,4,3,105,VNF,NonFuel,0,0,4,3
10,24,229258,31,O-1a,Open,8,2,105,VNF,NonFuel,0,0,8,2
10,25,623909,3,C-3,Conifer,7,7,12,D-2,Deciduous,1,1,6,6
10,26,9167,13,D-1/D-2,Deciduous,3,1,105,VNF,NonFuel,0,0,3,1
10,27,329555,101,NF,NonFuel,0,0,101,NF,NonFuel,0,0,0,0
10,28,3320,650,M-1/M-2 (50 PC),Mixed,7,6,105,VNF,NonFuel,0,0,7,6
10,29,33093,3,C-3,Conifer,7,7,102,Water,NonFuel,0,0,7,7
10,30,570207,13,D-1/D-2,Deciduous,3,1,7,C-7,Conifer,4,3,-1,-2
10,31,11384,102,Water,NonFuel,0,0,7,C-7,Conifer,4,3,-4,-3
10,32,8393586,3,C-3,Conifer,7,7,7,C-7,Conifer,4,3,3,4
10,33,36643,650,M-1/M-2 (50 PC),Mixed,7,6,12,D-2,Deciduous,1,1,6,5
10,34,3205,650,M-1/M-2 (50 PC),Mixed,7,6,100,NA,NonFuel,0,0,7,6
10,35,254102,7,C-7,Conifer,4,3,33,O-1a/O-1b,Open,8,2,-4,1
10,36,122027,650,M-1/M-2 (50 PC),Mixed,7,6,7,C-7,Conifer,4,3,3,3
10,37,28212,5,C-5,Conifer,3,2,101,NF,NonFuel,0,0,3,2
10,38,112432,31,O-1a,Open,8,2,7,C-7,Conifer,4,3,4,-1
10,39,51462,31,O-1a,Open,8,2,12,D-2,Deciduous,1,1,7,1
10,40,57769,13,D-1/D-2,Deciduous,3,1,12,D-2,Deciduous,1,1,2,0
10,41,202423,31,O-1a,Open,8,2,101,NF,NonFuel,0,0,8,2
10,42,123254,31,O-1a,Open,8,2,33,O-1a/O-1b,Open,8,2,0,0
10,43,64498,13,D-1/D-2,Deciduous,3,1,101,NF,NonFuel,0,0,3,1
10,44,576,11,D-1,Deciduous,3,3,100,NA,NonFuel,0,0,3,3
10,45,198849,5,C-5,Conifer,3,2,33,O-1a/O-1b,Open,8,2,-5,0
10,46,99755,3,C-3,Conifer,7,7,101,NF,NonFuel,0,0,7,7
10,47,9509,7,C-7,Conifer,4,3,101,NF,NonFuel,0,0,4,3
10,48,8523,11,D-1,Deciduous,3,3,12,D-2,Deciduous,1,1,2,2
10,49,687986,3,C-3,Conifer,7,7,33,O-1a/O-1b,Open,8,2,-1,5
10,50,1423,11,D-1,Deciduous,3,3,105,VNF,NonFuel,0,0,3,3
10,51,7229,3,C-3,Conifer,7,7,105,VNF,NonFuel,0,0,7,7
10,52,248967,13,D-1/D-2,Deciduous,3,1,33,O-1a/O-1b,Open,8,2,-5,-1
10,53,3378,11,D-1,Deciduous,3,3,33,O-1a/O-1b,Open,8,2,-5,1
10,54,154,11,D-1,Deciduous,3,3,101,NF,NonFuel,0,0,3,3
10,55,430,650,M-1/M-2 (50 PC),Mixed,7,6,101,NF,NonFuel,0,0,7,6
10,56,11406,650,M-1/M-2 (50 PC),Mixed,7,6,33,O-1a/O-1b,Open,8,2,-1,4
10,57,10284,11,D-1,Deciduous,3,3,7,C-7,Conifer,4,3,-1,0
10,58,1191613,4,C-4,Conifer,10,10,7,C-7,Conifer,4,3,6,7
10,59,237408,625,M-1/M-2 (25 PC),Mixed,5,3,7,C-7,Conifer,4,3,1,0
10,60,44902,675,M-1/M-2 (75 PC),Mixed,8,8,101,NF,NonFuel,0,0,8,8
10,61,2309912,2,C-2,Conifer,10,10,7,C-7,Conifer,4,3,6,7
10,62,288235,675,M-1/M-2 (75 PC),Mixed,8,8,33,O-1a/O-1b,Open,8,2,0,6
10,63,196539,625,M-1/M-2 (25 PC),Mixed,5,3,33,O-1a/O-1b,Open,8,2,-3,1
10,64,295339,675,M-1/M-2 (75 PC),Mixed,8,8,7,C-7,Conifer,4,3,4,5
10,65,23793,625,M-1/M-2 (25 PC),Mixed,5,3,101,NF,NonFuel,0,0,5,3
10,66,10101,2,C-2,Conifer,10,10,100,NA,NonFuel,0,0,10,10
10,67,1212,11,D-1,Deciduous,3,3,102,Water,NonFuel,0,0,3,3
10,68,83824,625,M-1/M-2 (25 PC),Mixed,5,3,12,D-2,Deciduous,1,1,4,2
10,69,307432,4,C-4,Conifer,10,10,12,D-2,Deciduous,1,1,9,9
10,70,198282,4,C-4,Conifer,10,10,101,NF,NonFuel,0,0,10,10
10,71,112337,675,M-1/M-2 (75 PC),Mixed,8,8,12,D-2,Deciduous,1,1,7,7
10,72,42442,2,C-2,Conifer,10,10,12,D-2,Deciduous,1,1,9,9
10,73,5110,675,M-1/M-2 (75 PC),Mixed,8,8,100,NA,NonFuel,0,0,8,8
10,74,686058,4,C-4,Conifer,10,10,33,O-1a/O-1b,Open,8,2,2,8
10,75,344490,415,M-1 (15 PC),Mixed,3,3,33,O-1a/O-1b,Open,8,2,-5,1
10,76,212048,415,M-1 (15 PC),Mixed,3,3,101,NF,NonFuel,0,0,3,3
10,77,29864,2,C-2,Conifer,10,10,33,O-1a/O-1b,Open,8,2,2,8
10,78,226202,415,M-1 (15 PC),Mixed,3,3,7,C-7,Conifer,4,3,-1,0
10,79,31671,415,M-1 (15 PC),Mixed,3,3,12,D-2,Deciduous,1,1,2,2
10,80,2403,2,C-2,Conifer,10,10,102,Water,NonFuel,0,0,10,10
10,81,975,2,C-2,Conifer,10,10,101,NF,NonFuel,0,0,10,10
10,82,17416,4,C-4,Conifer,10,10,100,NA,NonFuel,0,0,10,10
10,83,430091,4,C-4,Conifer,10,10,60,M-1/M-2,Mixed,7,6,3,4
10,84,258461,675,M-1/M-2 (75 PC),Mixed,8,8,60,M-1/M-2,Mixed,7,6,1,2
10,85,634294,3,C-3,Conifer,7,7,60,M-1/M-2,Mixed,7,6,0,1
10,86,11830,4,C-4,Conifer,10,10,102,Water,NonFuel,0,0,10,10
10,87,3535,102,Water,NonFuel,0,0,33,O-1a/O-1b,Open,8,2,-8,-2
10,88,920362,4,C-4,Conifer,10,10,1,C-1,Conifer,7,7,3,3
10,89,5454731,3,C-3,Conifer,7,7,1,C-1,Conifer,7,7,0,0
10,90,173026,5,C-5,Conifer,3,2,1,C-1,Conifer,7,7,-4,-5
10,91,43451,5,C-5,Conifer,3,2,60,M-1/M-2,Mixed,7,6,-4,-4
10,92,341274,675,M-1/M-2 (75 PC),Mixed,8,8,1,C-1,Conifer,7,7,1,1
10,93,125089,415,M-1 (15 PC),Mixed,3,3,60,M-1/M-2,Mixed,7,6,-4,-3
10,94,226153,415,M-1 (15 PC),Mixed,3,3,1,C-1,Conifer,7,7,-4,-4
10,95,78318,2,C-2,Conifer,10,10,60,M-1/M-2,Mixed,7,6,3,4
10,96,1678919,2,C-2,Conifer,10,10,1,C-1,Conifer,7,7,3,3
10,97,75153,625,M-1/M-2 (25 PC),Mixed,5,3,60,M-1/M-2,Mixed,7,6,-2,-3
10,98,7836,101,NF,NonFuel,0,0,60,M-1/M-2,Mixed,7,6,-7,-6
10,99,80665,625,M-1/M-2 (25 PC),Mixed,5,3,1,C-1,Conifer,7,7,-2,-4
10,100,400225,13,D-1/D-2,Deciduous,3,1,1,C-1,Conifer,7,7,-4,-6
10,101,7218,625,M-1/M-2 (25 PC),Mixed,5,3,100,NA,NonFuel,0,0,5,3
10,102,4162,415,M-1 (15 PC),Mixed,3,3,100,NA,NonFuel,0,0,3,3
10,103,47122,31,O-1a,Open,8,2,1,C-1,Conifer,7,7,1,-5
10,104,5333,675,M-1/M-2 (75 PC),Mixed,8,8,102,Water,NonFuel,0,0,8,8
10,105,2479,650,M-1/M-2 (50 PC),Mixed,7,6,60,M-1/M-2,Mixed,7,6,0,0
10,106,4490,625,M-1/M-2 (25 PC),Mixed,5,3,102,Water,NonFuel,0,0,5,3
10,107,16259,31,O-1a,Open,8,2,60,M-1/M-2,Mixed,7,6,1,-4
10,108,2877,415,M-1 (15 PC),Mixed,3,3,102,Water,NonFuel,0,0,3,3
10,109,596,102,Water,NonFuel,0,0,1,C-1,Conifer,7,7,-7,-7
10,110,60616,101,NF,NonFuel,0,0,1,C-1,Conifer,7,7,-7,-7
10,111,2178,102,Water,NonFuel,0,0,12,D-2,Deciduous,1,1,-1,-1
10,112,56725,13,D-1/D-2,Deciduous,3,1,60,M-1/M-2,Mixed,7,6,-4,-5
10,113,3267,102,Water,NonFuel,0,0,101,NF,NonFuel,0,0,0,0
10,114,861,102,Water,NonFuel,0,0,60,M-1/M-2,Mixed,7,6,-7,-6
10,115,2055,650,M-1/M-2 (50 PC),Mixed,7,6,1,C-1,Conifer,7,7,0,-1
10,116,3576,675,M-1/M-2 (75 PC),Mixed,8,8,105,VNF,NonFuel,0,0,8,8
10,117,4172,625,M-1/M-2 (25 PC),Mixed,5,3,105,VNF,NonFuel,0,0,5,3
10,118,1620,415,M-1 (15 PC),Mixed,3,3,105,VNF,NonFuel,0,0,3,3
10,119,267,2,C-2,Conifer,10,10,105,VNF,NonFuel,0,0,10,10
10,120,6723,4,C-4,Conifer,10,10,105,VNF,NonFuel,0,0,10,10
10,121,3122,7,C-7,Conifer,4,3,60,M-1/M-2,Mixed,7,6,-3,-3
10,122,3154,650,M-1/M-2 (50 PC),Mixed,7,6,102,Water,NonFuel,0,0,7,6
10,123,561,11,D-1,Deciduous,3,3,60,M-1/M-2,Mixed,7,6,-4,-3
10,124,465,102,Water,NonFuel,0,0,105,VNF,NonFuel,0,0,0,0
10,125,8,7,C-7,Conifer,4,3,1,C-1,Conifer,7,7,-3,-4
10,126,38727,105,VNF,NonFuel,0,0,1,C-1,Conifer,7,7,-7,-7
10,127,23906,105,VNF,NonFuel,0,0,33,O-1a/O-1b,Open,8,2,-8,-2
10,128,43098,105,VNF,NonFuel,0,0,7,C-7,Conifer,4,3,-4,-3
10,129,5187,105,VNF,NonFuel,0,0,60,M-1/M-2,Mixed,7,6,-7,-6
10,130,5831,105,VNF,NonFuel,0,0,12,D-2,Deciduous,1,1,-1,-1
10,131,13,11,D-1,Deciduous,3,3,1,C-1,Conifer,7,7,-4,-4
10,132,1166,105,VNF,NonFuel,0,0,101,NF,NonFuel,0,0,0,0
10,133,613,105,VNF,NonFuel,0,0,100,NA,NonFuel,0,0,0,0
10,134,111,105,VNF,NonFuel,0,0,105,VNF,NonFuel,0,0,0,0
10,135,933,105,VNF,NonFuel,0,0,102,Water,NonFuel,0,0,0,0
19,1,475587,2,C-2,Conifer,10,10,1,C-1,Conifer,7,7,3,3
19,2,828822,3,C-3,Conifer,7,7,1,C-1,Conifer,7,7,0,0
19,3,70170,675,M-1/M-2 (75 PC),Mixed,8,8,1,C-1,Conifer,7,7,1,1
19,4,268362,4,C-4,Conifer,10,10,1,C-1,Conifer,7,7,3,3
19,5,138303,415,M-1 (15 PC),Mixed,3,3,1,C-1,Conifer,7,7,-4,-4
19,6,110932,4,C-4,Conifer,10,10,7,C-7,Conifer,4,3,6,7
19,7,18858,625,M-1/M-2 (25 PC),Mixed,5,3,1,C-1,Conifer,7,7,-2,-4
19,8,142713,2,C-2,Conifer,10,10,7,C-7,Conifer,4,3,6,7
19,9,263510,3,C-3,Conifer,7,7,7,C-7,Conifer,4,3,3,4
19,10,15116,4,C-4,Conifer,10,10,31,O-1a,Open,8,2,2,8
19,11,101167,675,M-1/M-2 (75 PC),Mixed,8,8,7,C-7,Conifer,4,3,4,5
19,12,9743,3,C-3,Conifer,7,7,31,O-1a,Open,8,2,-1,5
19,13,111913,3,C-3,Conifer,7,7,33,O-1a/O-1b,Open,8,2,-1,5
19,14,2016,2,C-2,Conifer,10,10,31,O-1a,Open,8,2,2,8
19,15,28854,13,D-1/D-2,Deciduous,3,1,1,C-1,Conifer,7,7,-4,-6
19,16,172896,675,M-1/M-2 (75 PC),Mixed,8,8,33,O-1a/O-1b,Open,8,2,0,6
19,17,127561,415,M-1 (15 PC),Mixed,3,3,7,C-7,Conifer,4,3,-1,0
19,18,179603,4,C-4,Conifer,10,10,33,O-1a/O-1b,Open,8,2,2,8
19,19,101675,4,C-4,Conifer,10,10,60,M-1/M-2,Mixed,7,6,3,4
19,20,58342,2,C-2,Conifer,10,10,60,M-1/M-2,Mixed,7,6,3,4
19,21,171259,415,M-1 (15 PC),Mixed,3,3,33,O-1a/O-1b,Open,8,2,-5,1
19,22,70378,675,M-1/M-2 (75 PC),Mixed,8,8,60,M-1/M-2,Mixed,7,6,1,2
19,23,28757,2,C-2,Conifer,10,10,33,O-1a/O-1b,Open,8,2,2,8
19,24,31583,675,M-1/M-2 (75 PC),Mixed,8,8,31,O-1a,Open,8,2,0,6
19,25,22446,3,C-3,Conifer,7,7,101,NF,NonFuel,0,0,7,7
19,26,445228,415,M-1 (15 PC),Mixed,3,3,101,NF,NonFuel,0,0,3,3
19,27,1124537,13,D-1/D-2,Deciduous,3,1,33,O-1a/O-1b,Open,8,2,-5,-1
19,28,27965,675,M-1/M-2 (75 PC),Mixed,8,8,101,NF,NonFuel,0,0,8,8
19,29,4305,13,D-1/D-2,Deciduous,3,1,101,NF,NonFuel,0,0,3,1
19,30,59799,3,C-3,Conifer,7,7,60,M-1/M-2,Mixed,7,6,0,1
19,31,30909,625,M-1/M-2 (25 PC),Mixed,5,3,33,O-1a/O-1b,Open,8,2,-3,1
19,32,30624,625,M-1/M-2 (25 PC),Mixed,5,3,60,M-1/M-2,Mixed,7,6,-2,-3
19,33,6887,415,M-1 (15 PC),Mixed,3,3,31,O-1a,Open,8,2,-5,1
19,34,28005,625,M-1/M-2 (25 PC),Mixed,5,3,7,C-7,Conifer,4,3,1,0
19,35,18875,101,NF,NonFuel,0,0,101,NF,NonFuel,0,0,0,0
19,36,235,31,O-1a,Open,8,2,1,C-1,Conifer,7,7,1,-5
19,37,665,5,C-5,Conifer,3,2,101,NF,NonFuel,0,0,3,2
19,38,6316,101,NF,NonFuel,0,0,1,C-1,Conifer,7,7,-7,-7
19,39,3923,101,NF,NonFuel,0,0,7,C-7,Conifer,4,3,-4,-3
19,40,49854,101,NF,NonFuel,0,0,33,O-1a/O-1b,Open,8,2,-8,-2
19,41,32232,415,M-1 (15 PC),Mixed,3,3,60,M-1/M-2,Mixed,7,6,-4,-3
19,42,6945,3,C-3,Conifer,7,7,102,Water,NonFuel,0,0,7,7
19,43,2434,625,M-1/M-2 (25 PC),Mixed,5,3,101,NF,NonFuel,0,0,5,3
19,44,11455,4,C-4,Conifer,10,10,101,NF,NonFuel,0,0,10,10
19,45,19223,31,O-1a,Open,8,2,102,Water,NonFuel,0,0,8,2
19,46,101191,102,Water,NonFuel,0,0,102,Water,NonFuel,0,0,0,0
19,47,7594,415,M-1 (15 PC),Mixed,3,3,102,Water,NonFuel,0,0,3,3
19,48,1104,2,C-2,Conifer,10,10,102,Water,NonFuel,0,0,10,10
19,49,375,2,C-2,Conifer,10,10,101,NF,NonFuel,0,0,10,10
19,50,129308,101,NF,NonFuel,0,0,100,NA,NonFuel,0,0,0,0
19,51,2013,2,C-2,Conifer,10,10,100,NA,NonFuel,0,0,10,10
19,52,1223,625,M-1/M-2 (25 PC),Mixed,5,3,100,NA,NonFuel,0,0,5,3
19,53,3015,675,M-1/M-2 (75 PC),Mixed,8,8,100,NA,NonFuel,0,0,8,8
19,54,3536,415,M-1 (15 PC),Mixed,3,3,100,NA,NonFuel,0,0,3,3
19,55,9700,3,C-3,Conifer,7,7,100,NA,NonFuel,0,0,7,7
19,56,18966,13,D-1/D-2,Deciduous,3,1,7,C-7,Conifer,4,3,-1,-2
19,57,4039,31,O-1a,Open,8,2,101,NF,NonFuel,0,0,8,2
19,58,1906,31,O-1a,Open,8,2,7,C-7,Conifer,4,3,4,-1
19,59,9793,4,C-4,Conifer,10,10,100,NA,NonFuel,0,0,10,10
19,60,1450,101,NF,NonFuel,0,0,102,Water,NonFuel,0,0,0,0
19,61,61,102,Water,NonFuel,0,0,1,C-1,Conifer,7,7,-7,-7
19,62,22960,5,C-5,Conifer,3,2,1,C-1,Conifer,7,7,-4,-5
19,63,7889,5,C-5,Conifer,3,2,33,O-1a/O-1b,Open,8,2,-5,0
19,64,181511,4,C-4,Conifer,10,10,13,D-1/D-2,Deciduous,3,1,7,9
19,65,185711,3,C-3,Conifer,7,7,13,D-1/D-2,Deciduous,3,1,4,6
19,66,27524,2,C-2,Conifer,10,10,13,D-1/D-2,Deciduous,3,1,7,9
19,67,649,625,M-1/M-2 (25 PC),Mixed,5,3,31,O-1a,Open,8,2,-3,1
19,68,35306,13,D-1/D-2,Deciduous,3,1,100,NA,NonFuel,0,0,3,1
19,69,98503,675,M-1/M-2 (75 PC),Mixed,8,8,13,D-1/D-2,Deciduous,3,1,5,7
19,70,1796,650,M-1/M-2 (50 PC),Mixed,7,6,60,M-1/M-2,Mixed,7,6,0,0
19,71,17484,650,M-1/M-2 (50 PC),Mixed,7,6,33,O-1a/O-1b,Open,8,2,-1,4
19,72,7225,101,NF,NonFuel,0,0,60,M-1/M-2,Mixed,7,6,-7,-6
19,73,2084,5,C-5,Conifer,3,2,60,M-1/M-2,Mixed,7,6,-4,-4
19,74,1523,650,M-1/M-2 (50 PC),Mixed,7,6,1,C-1,Conifer,7,7,0,-1
19,75,18643,625,M-1/M-2 (25 PC),Mixed,5,3,13,D-1/D-2,Deciduous,3,1,2,2
19,76,91,101,NF,NonFuel,0,0,31,O-1a,Open,8,2,-8,-2
19,77,124534,31,O-1a,Open,8,2,33,O-1a/O-1b,Open,8,2,0,0
19,78,251819,13,D-1/D-2,Deciduous,3,1,60,M-1/M-2,Mixed,7,6,-4,-5
19,79,30910,415,M-1 (15 PC),Mixed,3,3,13,D-1/D-2,Deciduous,3,1,0,2
19,80,100787,31,O-1a,Open,8,2,13,D-1/D-2,Deciduous,3,1,5,1
19,81,30006,5,C-5,Conifer,3,2,7,C-7,Conifer,4,3,-1,-1
19,82,611718,13,D-1/D-2,Deciduous,3,1,13,D-1/D-2,Deciduous,3,1,0,0
19,83,44722,5,C-5,Conifer,3,2,13,D-1/D-2,Deciduous,3,1,0,1
19,84,41,7,C-7,Conifer,4,3,1,C-1,Conifer,7,7,-3,-4
19,85,1896,5,C-5,Conifer,3,2,100,NA,NonFuel,0,0,3,2
19,86,12029,7,C-7,Conifer,4,3,33,O-1a/O-1b,Open,8,2,-4,1
19,87,5633,7,C-7,Conifer,4,3,13,D-1/D-2,Deciduous,3,1,1,2
19,88,16799,101,NF,NonFuel,0,0,13,D-1/D-2,Deciduous,3,1,-3,-1
19,89,5056,4,C-4,Conifer,10,10,102,Water,NonFuel,0,0,10,10
19,90,3447,675,M-1/M-2 (75 PC),Mixed,8,8,102,Water,NonFuel,0,0,8,8
19,91,3739,102,Water,NonFuel,0,0,101,NF,NonFuel,0,0,0,0
19,92,2150,102,Water,NonFuel,0,0,60,M-1/M-2,Mixed,7,6,-7,-6
